election_id,issue_name,temporal_sensitivity,conversion_multiplier,national_conversion_weight,local_conversion_weight,available_date,confidence,notes
pres_2002,candidate_competence,0.6841412676802672,1.0141394986315582,0.509701735284724,0.49029826471527604,2002-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2002,corruption_integrity,0.6780337889838804,1.007522258135753,0.488443039866118,0.5115569601338821,2002-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2002,economy_growth,0.6801253735829048,1.0070491139025113,0.5035311148711743,0.4964688851288257,2002-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2002,education,0.681225447821832,1.008872977270561,0.5093240008632731,0.4906759991367269,2002-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2002,endorsement_event,0.6803488006495507,1.0108759894618737,0.495531281547223,0.504468718452777,2002-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2002,external_shock,0.6873626717457242,1.0155928606418492,0.516487720040236,0.483512279959764,2002-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2002,family_legal_risk,0.683245856629654,1.0106722101236865,0.5127735797594646,0.4872264202405354,2002-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2002,foreign_policy,0.6858745518044561,1.0083083919520233,0.5269030782410814,0.4730969217589186,2002-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2002,gaffe_event,0.6930182000949525,1.0230479030259734,0.5308505242768362,0.4691494757231638,2002-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2002,gender_generation,0.6845575943147053,1.0124573794663834,0.519895557135578,0.480104442864422,2002-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2002,housing,0.6785345908522642,1.0054045374793226,0.5020624362212952,0.4979375637787048,2002-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2002,inflation_livelihood,0.6901018081934083,1.0186376701692978,0.5292329452474553,0.47076705475254466,2002-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2002,jobs_labor,0.6804636516476736,1.0096292019270894,0.4984944975133341,0.5015055024866659,2002-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2002,regime_change,0.6833710259863912,1.0160570363057255,0.4891140568414986,0.5108859431585013,2002-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2002,regional_dev,0.678794452134193,1.0077319386747925,0.4976037859228854,0.5023962140771145,2002-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2002,security_nk,0.6840064178373902,1.0084689504059372,0.5188151716853174,0.48118482831468257,2002-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2002,unification_event,0.6910740064880931,1.0230006592034,0.528268891563979,0.47173110843602095,2002-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2002,welfare_pension,0.6852433917499923,1.0128076791749103,0.5224659756092721,0.4775340243907279,2002-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2002,withdrawal_event,0.6877050357698735,1.0177581669712419,0.5070649581407467,0.4929350418592533,2002-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2007,candidate_competence,0.6598455815869808,0.9890888187426261,0.4393823263479231,0.5606176736520769,2007-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2007,corruption_integrity,0.6567462785344469,0.9868573205448017,0.4269851141377872,0.5730148858622128,2007-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2007,economy_growth,0.661240687552377,0.9900932950377114,0.4449627502095078,0.5550372497904922,2007-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2007,education,0.6612853949386344,0.9901254843558167,0.4451415797545372,0.5548584202454627,2007-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2007,endorsement_event,0.6600325937076041,0.989223467469475,0.4401303748304165,0.5598696251695835,2007-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2007,external_shock,0.6622138544609121,0.9907939752118566,0.448855417843648,0.551144582156352,2007-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2007,family_legal_risk,0.6605635048721946,0.98960572350798,0.4422540194887781,0.5577459805112219,2007-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2007,foreign_policy,0.6658400133814469,0.9934048096346417,0.4633600535257875,0.5366399464742124,2007-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2007,gaffe_event,0.6517328093475694,0.9852516258611438,0.40693123739027737,0.5930687626097226,2007-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2007,gender_generation,0.6616671968444514,0.9904003817280049,0.44666878737780547,0.5533312126221945,2007-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2007,housing,0.6596705166329527,0.9889627719757259,0.43868206653181063,0.5613179334681894,2007-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2007,inflation_livelihood,0.6639331883216218,0.9920318955915677,0.45573275328648727,0.5442672467135128,2007-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2007,jobs_labor,0.6607256849583536,0.9897224931700146,0.4429027398334141,0.5570972601665859,2007-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2007,regime_change,0.6600539992055849,0.9892388794280211,0.44021599682233953,0.5597840031776604,2007-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2007,regional_dev,0.6620900193737104,0.9907048139490715,0.4483600774948414,0.5516399225051586,2007-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2007,security_nk,0.6620202946671419,0.9906546121603421,0.4480811786685671,0.5519188213314329,2007-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2007,unification_event,0.6641691408248207,0.9922854172884216,0.45667656329928263,0.5433234367007174,2007-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2007,welfare_pension,0.6639257457874723,0.9920265369669801,0.45570298314988916,0.5442970168501109,2007-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2007,withdrawal_event,0.6581583706941587,0.9896247142661364,0.4326334827766345,0.5673665172233655,2007-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2012,candidate_competence,0.6618730557983223,0.9905486001747921,0.44749222319328913,0.5525077768067108,2012-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2012,corruption_integrity,0.6583530787479251,0.9880142166985061,0.4334123149917006,0.5665876850082994,2012-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2012,economy_growth,0.6598008955591854,0.9890566448026135,0.43920358223674166,0.5607964177632583,2012-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2012,education,0.6599246729868655,0.9891457645505431,0.43969869194746175,0.5603013080525383,2012-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2012,endorsement_event,0.6616949755843576,0.9904203824207375,0.4467799023374304,0.5532200976625696,2012-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2012,external_shock,0.6622134632396226,0.9907936935325282,0.44885385295849006,0.55114614704151,2012-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2012,family_legal_risk,0.659336640834181,0.9887223814006103,0.4373465633367238,0.5626534366632763,2012-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2012,foreign_policy,0.666027034047122,0.9935394645139278,0.4641081361884882,0.5358918638115118,2012-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2012,gaffe_event,0.6521251452667792,0.9836931565566194,0.4085005810671168,0.5914994189328833,2012-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2012,gender_generation,0.6624016321745894,0.9909291751657043,0.44960652869835716,0.5503934713016428,2012-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2012,housing,0.6634694013948228,0.9916979690042723,0.4538776055792908,0.5461223944207092,2012-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2012,inflation_livelihood,0.662498270303606,0.9909987546185963,0.4499930812144239,0.5500069187855761,2012-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2012,jobs_labor,0.659391569962913,0.9887619303732974,0.43756627985165203,0.562433720148348,2012-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2012,regime_change,0.6608131366896336,0.9897854584165361,0.44325254675853404,0.556747453241466,2012-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2012,regional_dev,0.6619990072543509,0.9906392852231326,0.44799602901740326,0.5520039709825968,2012-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2012,security_nk,0.6612775563260794,0.9901198405547772,0.44511022530431765,0.5548897746956823,2012-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2012,unification_event,0.6561805160689251,0.9864499715696261,0.4247220642757004,0.5752779357242996,2012-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2012,welfare_pension,0.6637441693279444,0.9918958019161199,0.4549766773117776,0.5450233226882224,2012-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2012,withdrawal_event,0.6549648832341397,0.9855747159285805,0.4198595329365585,0.5801404670634416,2012-12-18,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2017,candidate_competence,0.6796063511856225,1.0033165728536482,0.5184254047424897,0.48157459525751034,2017-05-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2017,corruption_integrity,0.6674002795781402,0.9945282012962608,0.4696011183125604,0.5303988816874396,2017-05-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2017,economy_growth,0.6699203930752282,0.9963426830141643,0.47968157230091274,0.5203184276990873,2017-05-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2017,education,0.6696784928704648,0.9961685148667346,0.4787139714818589,0.5212860285181411,2017-05-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2017,endorsement_event,0.6684575105784009,0.9952894076164486,0.4738300423136032,0.5261699576863967,2017-05-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2017,external_shock,0.6830438794782097,1.0057915932243109,0.5321755179128383,0.46782448208716165,2017-05-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2017,family_legal_risk,0.6670444178440832,0.9942719808477399,0.4681776713763327,0.5318223286236673,2017-05-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2017,foreign_policy,0.6722649689799468,0.9980307776655617,0.48905987591978717,0.5109401240802128,2017-05-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2017,gaffe_event,0.6627545617414229,0.9928562562287112,0.4510182469656913,0.5489817530343086,2017-05-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2017,gender_generation,0.6661964353692682,0.9937137266397796,0.4647857414770726,0.5352142585229274,2017-05-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2017,housing,0.6721447643505497,0.9980001986615963,0.4885790574021986,0.5114209425978014,2017-05-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2017,inflation_livelihood,0.6750694688241576,1.0000500175533935,0.5002778752966305,0.4997221247033695,2017-05-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2017,jobs_labor,0.6631677112647516,0.9914807521106211,0.45267084505900623,0.5473291549409938,2017-05-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2017,regime_change,0.6713586392661672,0.9973782202716404,0.4854345570646686,0.5145654429353315,2017-05-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2017,regional_dev,0.6757362475796205,1.0005300982573266,0.5029449903184817,0.4970550096815183,2017-05-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2017,security_nk,0.6739223687226968,0.9992241054803417,0.4956894748907871,0.5043105251092129,2017-05-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2017,unification_event,0.67521902157952,1.0001139823343275,0.5008760863180798,0.4991239136819202,2017-05-08,0.7341346153846154,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2017,welfare_pension,0.6687168719516653,0.995476147805199,0.47486748780666094,0.525132512193339,2017-05-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2017,withdrawal_event,0.6595728576190317,0.991073423458385,0.4382914304761266,0.5617085695238734,2017-05-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2022,candidate_competence,0.6634542800031455,0.992798103146122,0.453817120012582,0.546182879987418,2022-03-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2022,corruption_integrity,0.6626923821831704,0.9911385151718827,0.4507695287326812,0.5492304712673188,2022-03-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2022,economy_growth,0.663618299621305,0.9919606725179133,0.45447319848521994,0.5455268015147801,2022-03-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2022,education,0.6567087888223715,0.9897894358940955,0.4244219579278835,0.5755780420721165,2022-03-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2022,endorsement_event,0.6667650452532037,0.9948730489339206,0.46706018101281455,0.5329398189871855,2022-03-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2022,external_shock,0.661825357690344,0.9907248390554655,0.4468864918088281,0.5531135081911719,2022-03-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2022,family_legal_risk,0.6626043627625351,0.9917606209414683,0.44976526908292813,0.5502347309170719,2022-03-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2022,foreign_policy,0.6668478191977819,0.9951415754097137,0.4653988716929782,0.5346011283070218,2022-03-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2022,gaffe_event,0.6653927149318208,0.9998232630453153,0.44859078279328557,0.5514092172067144,2022-03-08,0.4861875,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2022,gender_generation,0.6589080150591817,0.9911571002513516,0.43563206023672685,0.5643679397632732,2022-03-08,0.7480263157894737,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2022,housing,0.6644454156884048,0.9937611641042474,0.4577816627536191,0.5422183372463809,2022-03-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2022,inflation_livelihood,0.6655569015766599,0.9932009691351951,0.4622276063066394,0.5377723936933606,2022-03-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2022,jobs_labor,0.6661403985758458,0.9943946896517634,0.46456159430338334,0.5354384056966166,2022-03-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2022,regime_change,0.6615752909782604,0.9903826321727539,0.44620574978810257,0.5537942502118974,2022-03-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2022,regional_dev,0.6658886813425234,0.9934398505666168,0.4635547253700934,0.5364452746299067,2022-03-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2022,security_nk,0.6676721162523233,0.9960284838676112,0.46811790310596596,0.5318820968940341,2022-03-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2022,unification_event,0.6671685719160554,0.9971090753113804,0.46867428766422115,0.5313257123357789,2022-03-08,0.4305,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2022,welfare_pension,0.667744184325707,0.9947973624870617,0.4709767373028281,0.5290232626971719,2022-03-08,0.75,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
pres_2022,withdrawal_event,0.65,0.9907615,0.4,0.6,2022-03-08,0.43849999999999995,15th-22nd Assembly speaker-role/district/proportional signal; low-strength issue conversion prior
