election_id,region_id,slot,candidate_name,pred,actual,err_pp,abs_err_pp,neutral_issue_context_scale
pres_2002,sido_11,A,노무현,0.5005969965124758,0.5329729864501123,-3.2375989937636462,3.2375989937636462,0.6
pres_2002,sido_11,B,이회창,0.4994030034875241,0.4670270135498878,3.23759899376363,3.23759899376363,0.6
pres_2002,sido_26,A,노무현,0.3172104050186217,0.3090841147035624,0.8126290315059292,0.8126290315059292,0.6
pres_2002,sido_26,B,이회창,0.6827895949813784,0.6909158852964377,-0.8126290315059292,0.8126290315059292,0.6
pres_2002,sido_27,A,노무현,0.2544488350897697,0.19369477274447766,6.0754062345292015,6.0754062345292015,0.6
pres_2002,sido_27,B,이회창,0.7455511649102304,0.8063052272555223,-6.07540623452919,6.07540623452919,0.6
pres_2002,sido_28,A,노무현,0.48060624690836334,0.5278527599562679,-4.724651304790456,4.724651304790456,0.6
pres_2002,sido_28,B,이회창,0.5193937530916367,0.47214724004373215,4.724651304790456,4.724651304790456,0.6
pres_2002,sido_29,A,노무현,0.9832711136686143,0.9637907237906023,1.9480389878012039,1.9480389878012039,0.6
pres_2002,sido_29,B,이회창,0.016728886331385636,0.03620927620939772,-1.9480389878012083,1.9480389878012083,0.6
pres_2002,sido_30,A,노무현,0.4986936835951985,0.5804381241551945,-8.174444055999597,8.174444055999597,0.6
pres_2002,sido_30,B,이회창,0.5013063164048015,0.4195618758448054,8.174444055999608,8.174444055999608,0.6
pres_2002,sido_31,A,노무현,0.36203529186893096,0.40012433408659825,-3.808904221766729,3.808904221766729,0.6
pres_2002,sido_31,B,이회창,0.6379647081310691,0.5998756659134018,3.808904221766729,3.808904221766729,0.6
pres_2002,sido_41,A,노무현,0.4880272478219647,0.5340634822557363,-4.603623443377158,4.603623443377158,0.6
pres_2002,sido_41,B,이회창,0.5119727521780353,0.4659365177442637,4.603623443377158,4.603623443377158,0.6
pres_2002,sido_42,A,노무현,0.4207984354243254,0.4416536518730664,-2.0855216448741,2.0855216448741,0.6
pres_2002,sido_42,B,이회창,0.5792015645756746,0.5583463481269336,2.0855216448741,2.0855216448741,0.6
pres_2002,sido_43,A,노무현,0.46551405851014716,0.5403295378432685,-7.481547933312138,7.481547933312138,0.6
pres_2002,sido_43,B,이회창,0.5344859414898527,0.4596704621567314,7.481547933312132,7.481547933312132,0.6
pres_2002,sido_44,A,노무현,0.5285909946183902,0.5585078245300676,-2.9916829911677434,2.9916829911677434,0.6
pres_2002,sido_44,B,이회창,0.47140900538160974,0.44149217546993225,2.9916829911677487,2.9916829911677487,0.6
pres_2002,sido_45,A,노무현,0.9427063847080789,0.9366539715525811,0.605241315549776,0.605241315549776,0.6
