election_id,slot,candidate_name,region_id,regional_affinity,organization_depth,available_date,confidence,source_type,notes,source_election_ids,source_election_types,source_record_count,evidence_score,entity_match_confidence,provenance_class,derivation_version
pres_2002,A,노무현,sido_26,0.3032340080661893,0.21405655374156085,2000-04-14,0.3934693402873666,nec_prior_candidate_office_history,Deterministic recency-weighted regional evidence from strictly prior NEC candidacy and office records; target-election outcomes excluded,20000413,2,1,0.4817408809333845,1.0,official_deterministic_source_derived,official_candidate_regional_base_v1
pres_2002,A,노무현,sido_11,0.24924539900104736,0.17396458333929476,1996-04-12,0.3934693402873666,nec_prior_candidate_office_history,Deterministic recency-weighted regional evidence from strictly prior NEC candidacy and office records; target-election outcomes excluded,19960411,2,1,0.3822352581343245,1.0,official_deterministic_source_derived,official_candidate_regional_base_v1
pres_2002,C,권영길,sido_48,0.3032340080661893,0.21405655374156085,2000-04-14,0.3934693402873666,nec_prior_candidate_office_history,Deterministic recency-weighted regional evidence from strictly prior NEC candidacy and office records; target-election outcomes excluded,20000413,2,1,0.4817408809333845,1.0,official_deterministic_source_derived,official_candidate_regional_base_v1
pres_2007,A,이명박,sido_11,0.5526587299427714,0.49655912680841763,2002-06-14,0.6321205588285577,nec_prior_candidate_office_history,Deterministic recency-weighted regional evidence from strictly prior NEC candidacy and office records; target-election outcomes excluded,19960411|20020613,2|3,2,1.0725780106296305,1.0,official_deterministic_source_derived,official_candidate_regional_base_v1
pres_2007,B,정동영,sido_45,0.4765284175120239,0.4409492498484694,2000-04-14,0.6321205588285577,nec_prior_candidate_office_history,Deterministic recency-weighted regional evidence from strictly prior NEC candidacy and office records; target-election outcomes excluded,19960411|20000413,2,2,0.8630300451140647,1.0,official_deterministic_source_derived,official_candidate_regional_base_v1
pres_2012,A,박근혜,sido_27,0.6465240995281513,0.6296450146207495,2008-04-10,0.7768698398515702,nec_prior_candidate_office_history,Deterministic recency-weighted regional evidence from strictly prior NEC candidacy and office records; target-election outcomes excluded,20000413|20040415|20080409,2,3,1.3865866266981897,1.0,official_deterministic_source_derived,official_candidate_regional_base_v1
pres_2012,B,문재인,sido_26,0.4175566724978528,0.30256706939230793,2012-04-12,0.3934693402873666,nec_prior_candidate_office_history,Deterministic recency-weighted regional evidence from strictly prior NEC candidacy and office records; target-election outcomes excluded,20120411,2,1,0.7206978534896625,1.0,official_deterministic_source_derived,official_candidate_regional_base_v1
pres_2017,A,문재인,sido_26,0.34265815164045643,0.24399003306911105,2012-04-12,0.3934693402873666,nec_prior_candidate_office_history,Deterministic recency-weighted regional evidence from strictly prior NEC candidacy and office records; target-election outcomes excluded,20120411,2,1,0.5594014382369841,1.0,official_deterministic_source_derived,official_candidate_regional_base_v1
pres_2017,B,홍준표,sido_11,0.6598999649406303,0.6893257435372565,2012-04-12,0.8646647167633873,nec_prior_candidate_office_history,Deterministic recency-weighted regional evidence from strictly prior NEC candidacy and office records; target-election outcomes excluded,19960411|20040415|20080409|20120411,2,4,1.4380206451780249,1.0,official_deterministic_source_derived,official_candidate_regional_base_v1
pres_2017,B,홍준표,sido_48,0.4520555712571238,0.33038627969713696,2014-06-05,0.3934693402873666,nec_prior_candidate_office_history,Deterministic recency-weighted regional evidence from strictly prior NEC candidacy and office records; target-election outcomes excluded,20140604,3,1,0.802108539439614,1.0,official_deterministic_source_derived,official_candidate_regional_base_v1
pres_2017,C,안철수,sido_11,0.6224935262911566,0.5504216075380646,2016-04-14,0.6321205588285577,nec_prior_candidate_office_history,Deterministic recency-weighted regional evidence from strictly prior NEC candidacy and office records; target-election outcomes excluded,20130424|20160413,2,2,1.2988900820566665,1.0,official_deterministic_source_derived,official_candidate_regional_base_v1
pres_2022,B,이재명,sido_41,0.7933978400228138,0.8082009069148213,2018-06-14,0.9179150013761012,nec_prior_candidate_office_history,Deterministic recency-weighted regional evidence from strictly prior NEC candidacy and office records; target-election outcomes excluded,20060531|20080409|20100602|20140604|20180613,2|3|4,5,2.102613689968262,1.0,official_deterministic_source_derived,official_candidate_regional_base_v1
pres_2022,C,심상정,sido_41,0.8,0.8210673536573104,2020-04-16,0.9179150013761012,nec_prior_candidate_office_history,Deterministic recency-weighted regional evidence from strictly prior NEC candidacy and office records; target-election outcomes excluded,20080409|20100602|20120411|20160413|20200415,2|3,5,2.2414916427332683,1.0,official_deterministic_source_derived,official_candidate_regional_base_v1
