election_id,slot,issue_name,mentions,emphasis_volume,emphasis_within,available_date
pres_2025,B,candidate_competence,35.875,0.0623356359147092,0.0235891117830874,2025-05-20
pres_2025,B,corruption_integrity,266.34225,0.4627906208976851,0.1751296754789968,2025-05-20
pres_2025,B,economy_growth,36.525,0.0634650620706551,0.024016510324105,2025-05-20
pres_2025,B,education,52.45,0.0911360028913309,0.0344877745790365,2025-05-20
pres_2025,B,endorsement_event,46.55,0.0808842885527446,0.0306083108990304,2025-05-20
pres_2025,B,external_shock,255.35150000000007,0.4436933277846653,0.1679028593025518,2025-05-20
pres_2025,B,family_legal_risk,39.05,0.0678524482918297,0.0256767892719042,2025-05-20
pres_2025,B,foreign_policy,34.55,0.0600333441352809,0.0227178762956284,2025-05-20
pres_2025,B,gaffe_event,48.4,0.0840988091504369,0.0318247529003883,2025-05-20
pres_2025,B,gender_generation,44.975,0.0781476020979525,0.0295726913573339,2025-05-20
pres_2025,B,housing,22.26375,0.0386850178145256,0.0146392219501243,2025-05-20
pres_2025,B,inflation_livelihood,44.775,0.0778000863576614,0.0294411841139439,2025-05-20
pres_2025,B,jobs_labor,112.875,0.1961291959267679,0.0742194004882506,2025-05-20
pres_2025,B,regime_change,294.19627600000007,0.5111891832250677,0.1934447063618686,2025-05-20
pres_2025,B,regional_dev,64.325,0.1117697499711127,0.0422960171553197,2025-05-20
pres_2025,B,security_nk,41.425,0.0719791977077861,0.0272384377871608,2025-05-20
pres_2025,B,unification_event,5.25,0.0091222881826403,0.0034520651389884,2025-05-20
pres_2025,B,welfare_pension,57.6,0.1000845332038257,0.0378740860963298,2025-05-20
pres_2025,B,withdrawal_event,18.05,0.0313632955612683,0.0118685287159505,2025-05-20
pres_2025,A,candidate_competence,21.425,0.0372276236786799,0.0151334575510132,2025-05-20
pres_2025,A,corruption_integrity,575.5135000000001,1.0,0.4065115109584619,2025-05-20
pres_2025,A,economy_growth,40.165,0.0697898485439524,0.0283703767811643,2025-05-20
pres_2025,A,education,28.95,0.0503029034071311,0.0204487092696304,2025-05-20
pres_2025,A,endorsement_event,60.25,0.1046891167626823,0.0425573310361048,2025-05-20
pres_2025,A,external_shock,81.669,0.1419063149691536,0.057686550512658,2025-05-20
pres_2025,A,family_legal_risk,61.075,0.1061226191913829,0.0431400662743585,2025-05-20
pres_2025,A,foreign_policy,19.125,0.0332311926653327,0.0135088623413361,2025-05-20
pres_2025,A,gaffe_event,21.375,0.0371407447436072,0.0150981402638463,2025-05-20
pres_2025,A,gender_generation,8.5,0.0147694189623701,0.0060039388183716,2025-05-20
pres_2025,A,housing,34.8425,0.0605415859054565,0.0246108515622486,2025-05-20
pres_2025,A,inflation_livelihood,57.655,0.1001801000324058,0.0407243638321431,2025-05-20
pres_2025,A,jobs_labor,29.875,0.0519101637059773,0.0211020790822179,2025-05-20
pres_2025,A,regime_change,159.017278,0.2763050354161978,0.1123211774324699,2025-05-20
pres_2025,A,regional_dev,66.45,0.1154621047117052,0.0469366746447994,2025-05-20
pres_2025,A,security_nk,80.19999999999999,0.1393538118567157,0.0566489286156947,2025-05-20
pres_2025,A,unification_event,3.4000000000000004,0.005907767584948,0.0024015755273486,2025-05-20
pres_2025,A,welfare_pension,57.275,0.0995198201258528,0.0404559524496747,2025-05-20
pres_2025,A,withdrawal_event,8.975,0.0155947688455613,0.0063394530464571,2025-05-20
pres_2025,C,candidate_competence,1.4,0.0024326101820374,0.0233314862573379,2025-05-20
pres_2025,C,corruption_integrity,24.4125,0.0424186400492777,0.4068427916123307,2025-05-20
pres_2025,C,economy_growth,1.435,0.0024934254365883,0.0239147734137714,2025-05-20
pres_2025,C,education,1.0499999999999998,0.001824457636528,0.0174986146930034,2025-05-20
pres_2025,C,endorsement_event,2.45,0.0042570678185655,0.0408301009503414,2025-05-20
pres_2025,C,external_shock,1.62,0.0028148774963576,0.0269978626692053,2025-05-20
pres_2025,C,family_legal_risk,2.1,0.0036489152730561,0.0349972293860069,2025-05-20
pres_2025,C,foreign_policy,2.0,0.0034751574029106,0.0333306946533399,2025-05-20
pres_2025,C,gender_generation,0.7,0.0012163050910187,0.0116657431286689,2025-05-20
pres_2025,C,inflation_livelihood,0.35,0.0006081525455093,0.0058328715643344,2025-05-20
pres_2025,C,jobs_labor,1.8,0.0031276416626195,0.0299976251880059,2025-05-20
pres_2025,C,regime_change,9.33725,0.0162242067301635,0.1556085143259492,2025-05-20
pres_2025,C,regional_dev,4.5,0.0078191041565488,0.0749940629700148,2025-05-20
pres_2025,C,security_nk,0.75,0.0013031840260914,0.0124990104950024,2025-05-20
pres_2025,C,welfare_pension,5.75,0.009991077533368,0.0958257471283523,2025-05-20
pres_2025,C,withdrawal_event,0.35,0.0006081525455093,0.0058328715643344,2025-05-20
