variant,target_election,training_elections,predictors,predictor_count,preliminary_columns_enabled,target_excluded_from_fit,old_slot_predictors_used,consistent_scored_denominator,neutral_context_direct_adjustment,withdrawn_candidate_direct_adjustment,withdrawal_model_enabled,target_has_withdrawal_event,prior_withdrawal_elections,predictor_orthogonalization,raw_max_predictor_vif,standardized_coef_intercept,standardized_coef_issue_advantage,standardized_coef_rif,standardized_coef_partisan_prior,standardized_coef_landscape_bloc_alignment,standardized_coef_landscape_centrist,standardized_coef_landscape_inferred_prior,layer_config_ridge_alpha,layer_config_residual_enabled,layer_config_residual_scale,layer_config_residual_shrinkage,layer_config_neutral_context_scale,layer_config_overlay_gain,layer_config_conversion_scale,layer_config_district_terrain_scale,layer_config_within_bloc_transfer_scale,layer_config_within_bloc_reservoir_gain,layer_config_within_bloc_stronghold_gain,layer_config_regionalism_scale,layer_config_regional_anchor_strength,layer_config_third_competitiveness_gate_enabled,layer_config_third_character_multiplier_enabled,layer_config_manual_issue_seed_enabled,layer_config_automatic_issue_seed_enabled,candidate_stage
slot_free_hierarchy_no_neutral,pres_2002,pres_1997,issue_advantage|rif|partisan_prior|landscape_bloc_alignment|landscape_centrist|landscape_inferred_prior,6,False,True,False,True,False,True,False,True,0,,1.0,0.3333333333333333,0.0,0.0,0.19619362376109695,0.0,0.0,0.0,0.3,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,strict_base
slot_free_hierarchy_no_neutral,pres_2007,pres_1997|pres_2002,issue_advantage|rif|partisan_prior|landscape_bloc_alignment|landscape_centrist|landscape_inferred_prior,6,False,True,False,True,False,True,False,False,1,,1.006766554437577,0.3333333333333334,0.08530398251235217,0.0853039825123756,0.18118510473089447,-0.06451493027025393,0.09482566444764602,-0.012395872191490015,0.3,False,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False,False,False,True,strict_base
slot_free_hierarchy_no_neutral,pres_2012,pres_1997|pres_2002|pres_2007,issue_advantage|rif|partisan_prior|landscape_bloc_alignment|landscape_centrist|landscape_inferred_prior,6,False,True,False,True,False,True,False,False,1,,15.022065935980491,0.33333333333333404,0.07823682846410945,0.07823682846409515,0.18579016946499735,0.08972611910230845,-0.10475302937136341,0.014276407134750188,0.8,False,0.0,8.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.15,1.0,False,False,False,True,strict_base
slot_free_hierarchy_no_neutral,pres_2017,pres_1997|pres_2002|pres_2007|pres_2012,issue_advantage|rif|partisan_prior|landscape_bloc_alignment|landscape_centrist|landscape_inferred_prior,6,False,True,False,True,False,True,False,False,1,,13.832631496037303,0.3854805725971374,0.08515406228725679,0.08515406228725708,0.18967373596875114,0.07731953842150989,-0.13201771172477053,0.015864611840195206,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.5,1.0,0.1,0.15,1.0,False,False,False,True,strict_base
slot_free_hierarchy_no_neutral,pres_2022,pres_1997|pres_2002|pres_2007|pres_2012|pres_2017,issue_advantage|rif|partisan_prior|landscape_bloc_alignment|landscape_centrist|landscape_inferred_prior,6,False,True,False,True,False,True,False,False,1,,11.060010571277555,0.3676075268817199,0.05148620629608572,0.05148620629608477,0.16551322774093,-0.02122334700906152,0.01708945457417637,0.008313728938071651,1.2,False,0.0,8.0,0.0,0.0,0.0,0.0,0.5,1.0,0.25,0.15,1.0,True,True,False,True,strict_base
slot_free_hierarchy_no_neutral,pres_2002,pres_1997,issue_advantage|rif|partisan_prior|landscape_bloc_alignment|landscape_centrist|landscape_inferred_prior,6,False,True,False,True,False,True,False,True,0,,1.0,0.3333333333333333,0.0,0.0,0.19619362376109695,0.0,0.0,0.0,0.3,False,0.0,8.0,0.0,0.0,0.05,0.0,0.5,1.0,0.25,0.15,1.0,False,False,False,True,structural_stack
slot_free_hierarchy_no_neutral,pres_2007,pres_1997|pres_2002,issue_advantage|rif|partisan_prior|landscape_bloc_alignment|landscape_centrist|landscape_inferred_prior,6,False,True,False,True,False,True,False,False,1,,1.006766554437577,0.3333333333333334,0.08530398251235217,0.0853039825123756,0.18118510473089447,-0.06451493027025393,0.09482566444764602,-0.012395872191490015,0.3,False,0.0,8.0,0.0,0.0,0.05,0.0,0.5,1.0,0.25,0.15,1.0,False,False,False,True,structural_stack
slot_free_hierarchy_no_neutral,pres_2012,pres_1997|pres_2002|pres_2007,issue_advantage|rif|partisan_prior|landscape_bloc_alignment|landscape_centrist|landscape_inferred_prior,6,False,True,False,True,False,True,False,False,1,,15.022065935980491,0.33333333333333404,0.07823682846410945,0.07823682846409515,0.18579016946499735,0.08972611910230845,-0.10475302937136341,0.014276407134750188,0.8,False,0.0,8.0,0.0,0.0,0.05,0.0,0.5,1.0,0.25,0.15,1.0,False,False,False,True,structural_stack
slot_free_hierarchy_no_neutral,pres_2017,pres_1997|pres_2002|pres_2007|pres_2012,issue_advantage|rif|partisan_prior|landscape_bloc_alignment|landscape_centrist|landscape_inferred_prior,6,False,True,False,True,False,True,False,False,1,,13.832631496037303,0.3854805725971374,0.08515406228725679,0.08515406228725708,0.18967373596875114,0.07731953842150989,-0.13201771172477053,0.015864611840195206,1.2,False,0.0,8.0,0.0,0.0,0.05,0.0,0.5,1.0,0.25,0.15,1.0,False,False,False,True,structural_stack
slot_free_hierarchy_no_neutral,pres_2022,pres_1997|pres_2002|pres_2007|pres_2012|pres_2017,issue_advantage|rif|partisan_prior|landscape_bloc_alignment|landscape_centrist|landscape_inferred_prior,6,False,True,False,True,False,True,False,False,1,,11.060010571277555,0.3676075268817199,0.05148620629608572,0.05148620629608477,0.16551322774093,-0.02122334700906152,0.01708945457417637,0.008313728938071651,1.2,False,0.0,8.0,0.0,0.0,0.05,0.0,0.5,1.0,0.25,0.15,1.0,True,True,False,True,structural_stack
