election_id,slot,issue_name,mentions,emphasis_volume,emphasis_within,available_date
pres_2002,A,candidate_competence,165.67500000000024,0.1723,0.0418,2002-12-18
pres_2002,A,corruption_integrity,426.49999999999886,0.4435,0.1075,2002-12-18
pres_2002,A,economy_growth,631.2999999999965,0.6565,0.1591,2002-12-18
pres_2002,A,education,391.1999999999984,0.4068,0.0986,2002-12-18
pres_2002,A,endorsement_event,126.35000000000014,0.1314,0.0318,2002-12-18
pres_2002,A,external_shock,146.10000000000008,0.1519,0.0368,2002-12-18
pres_2002,A,family_legal_risk,175.3500000000001,0.1824,0.0442,2002-12-18
pres_2002,A,foreign_policy,115.8750000000001,0.1205,0.0292,2002-12-18
pres_2002,A,gaffe_event,19.85,0.0206,0.005,2002-12-18
pres_2002,A,gender_generation,69.30000000000001,0.0721,0.0175,2002-12-18
pres_2002,A,housing,92.75000000000011,0.0965,0.0234,2002-12-18
pres_2002,A,inflation_livelihood,82.0,0.0853,0.0207,2002-12-18
pres_2002,A,jobs_labor,292.67499999999995,0.3044,0.0738,2002-12-18
pres_2002,A,regime_change,27.149999999999995,0.0282,0.0068,2002-12-18
pres_2002,A,regional_dev,505.4499999999973,0.5256,0.1274,2002-12-18
pres_2002,A,security_nk,395.7249999999996,0.4115,0.0997,2002-12-18
pres_2002,A,unification_event,27.74999999999999,0.0289,0.007,2002-12-18
pres_2002,A,welfare_pension,270.2499999999998,0.281,0.0681,2002-12-18
pres_2002,A,withdrawal_event,6.074999999999999,0.0063,0.0015,2002-12-18
pres_2002,B,candidate_competence,276.74999999999903,0.2878,0.0428,2002-12-18
pres_2002,B,corruption_integrity,834.4000000000017,0.8677,0.129,2002-12-18
pres_2002,B,economy_growth,961.6000000000028,1.0,0.1486,2002-12-18
pres_2002,B,education,502.5499999999973,0.5226,0.0777,2002-12-18
pres_2002,B,endorsement_event,191.3500000000001,0.199,0.0296,2002-12-18
pres_2002,B,external_shock,135.80000000000004,0.1412,0.021,2002-12-18
pres_2002,B,family_legal_risk,229.7749999999998,0.239,0.0355,2002-12-18
pres_2002,B,foreign_policy,243.62499999999977,0.2534,0.0377,2002-12-18
pres_2002,B,gaffe_event,18.425,0.0192,0.0028,2002-12-18
pres_2002,B,gender_generation,86.50000000000007,0.09,0.0134,2002-12-18
pres_2002,B,housing,123.25000000000011,0.1282,0.019,2002-12-18
pres_2002,B,inflation_livelihood,85.10000000000004,0.0885,0.0132,2002-12-18
pres_2002,B,jobs_labor,482.3999999999985,0.5017,0.0746,2002-12-18
pres_2002,B,regime_change,47.05,0.0489,0.0073,2002-12-18
pres_2002,B,regional_dev,911.4750000000032,0.9479,0.1409,2002-12-18
pres_2002,B,security_nk,742.4249999999977,0.7721,0.1147,2002-12-18
pres_2002,B,unification_event,39.14999999999999,0.0407,0.0061,2002-12-18
pres_2002,B,welfare_pension,545.1499999999986,0.5669,0.0843,2002-12-18
pres_2002,B,withdrawal_event,13.775,0.0143,0.0021,2002-12-18
pres_2002,alpha,candidate_competence,24.55,0.0255,0.0311,2002-12-18
pres_2002,alpha,corruption_integrity,88.425,0.092,0.1121,2002-12-18
pres_2002,alpha,economy_growth,125.15000000000006,0.1301,0.1586,2002-12-18
pres_2002,alpha,education,61.1,0.0635,0.0774,2002-12-18
pres_2002,alpha,endorsement_event,26.6,0.0277,0.0337,2002-12-18
pres_2002,alpha,external_shock,18.25,0.019,0.0231,2002-12-18
pres_2002,alpha,family_legal_risk,37.45,0.0389,0.0475,2002-12-18
pres_2002,alpha,foreign_policy,31.85,0.0331,0.0404,2002-12-18
pres_2002,alpha,gaffe_event,6.325,0.0066,0.008,2002-12-18
pres_2002,alpha,gender_generation,17.05,0.0177,0.0216,2002-12-18
pres_2002,alpha,housing,18.700000000000003,0.0194,0.0237,2002-12-18
pres_2002,alpha,inflation_livelihood,17.099999999999998,0.0178,0.0217,2002-12-18
pres_2002,alpha,jobs_labor,50.175,0.0522,0.0636,2002-12-18
pres_2002,alpha,regime_change,5.25,0.0055,0.0067,2002-12-18
pres_2002,alpha,regional_dev,108.6,0.1129,0.1376,2002-12-18
pres_2002,alpha,security_nk,79.625,0.0828,0.1009,2002-12-18
pres_2002,alpha,unification_event,6.4,0.0067,0.0081,2002-12-18
pres_2002,alpha,welfare_pension,63.1,0.0656,0.08,2002-12-18
pres_2002,alpha,withdrawal_event,3.2750000000000004,0.0034,0.0042,2002-12-18
pres_2007,A,candidate_competence,305.74999999999983,0.192,0.0404,2007-12-18
pres_2007,A,corruption_integrity,1008.7750000000004,0.6335,0.1332,2007-12-18
pres_2007,A,economy_growth,1030.549999999998,0.6472,0.1361,2007-12-18
pres_2007,A,education,970.0499999999996,0.6092,0.1281,2007-12-18
pres_2007,A,endorsement_event,215.5750000000002,0.1354,0.0285,2007-12-18
pres_2007,A,external_shock,99.45000000000005,0.0625,0.0131,2007-12-18
pres_2007,A,family_legal_risk,277.15000000000026,0.174,0.0366,2007-12-18
pres_2007,A,foreign_policy,216.0250000000003,0.1357,0.0285,2007-12-18
pres_2007,A,gaffe_event,53.55,0.0336,0.0071,2007-12-18
pres_2007,A,gender_generation,157.60000000000002,0.099,0.0208,2007-12-18
pres_2007,A,housing,150.6750000000001,0.0946,0.0199,2007-12-18
pres_2007,A,inflation_livelihood,106.70000000000005,0.067,0.0141,2007-12-18
pres_2007,A,jobs_labor,594.3749999999987,0.3733,0.0785,2007-12-18
pres_2007,A,regime_change,71.34999999999998,0.0448,0.0094,2007-12-18
pres_2007,A,regional_dev,902.6999999999962,0.5669,0.1192,2007-12-18
pres_2007,A,security_nk,601.5249999999988,0.3777,0.0794,2007-12-18
pres_2007,A,unification_event,35.94999999999999,0.0226,0.0047,2007-12-18
pres_2007,A,welfare_pension,744.649999999998,0.4676,0.0983,2007-12-18
pres_2007,A,withdrawal_event,30.724999999999994,0.0193,0.0041,2007-12-18
pres_2007,B,candidate_competence,16.724999999999998,0.0105,0.0289,2007-12-18
pres_2007,B,corruption_integrity,71.22500000000001,0.0447,0.123,2007-12-18
pres_2007,B,economy_growth,95.32500000000005,0.0599,0.1646,2007-12-18
pres_2007,B,education,121.95000000000016,0.0766,0.2105,2007-12-18
pres_2007,B,endorsement_event,17.499999999999996,0.011,0.0302,2007-12-18
pres_2007,B,external_shock,11.6,0.0073,0.02,2007-12-18
pres_2007,B,family_legal_risk,19.0,0.0119,0.0328,2007-12-18
pres_2007,B,foreign_policy,25.974999999999994,0.0163,0.0448,2007-12-18
pres_2007,B,gaffe_event,1.1,0.0007,0.0019,2007-12-18
pres_2007,B,gender_generation,20.55,0.0129,0.0355,2007-12-18
pres_2007,B,housing,4.95,0.0031,0.0085,2007-12-18
pres_2007,B,inflation_livelihood,5.25,0.0033,0.0091,2007-12-18
pres_2007,B,jobs_labor,50.15,0.0315,0.0866,2007-12-18
pres_2007,B,regime_change,0.35,0.0002,0.0006,2007-12-18
pres_2007,B,regional_dev,51.774999999999984,0.0325,0.0894,2007-12-18
pres_2007,B,security_nk,39.29999999999999,0.0247,0.0678,2007-12-18
pres_2007,B,unification_event,1.4,0.0009,0.0024,2007-12-18
pres_2007,B,welfare_pension,23.4,0.0147,0.0404,2007-12-18
pres_2007,B,withdrawal_event,1.75,0.0011,0.003,2007-12-18
pres_2007,C,candidate_competence,1.4,0.0009,0.0324,2007-12-18
pres_2007,C,corruption_integrity,2.1,0.0013,0.0485,2007-12-18
pres_2007,C,economy_growth,5.425,0.0034,0.1254,2007-12-18
pres_2007,C,education,2.15,0.0014,0.0497,2007-12-18
pres_2007,C,endorsement_event,1.4,0.0009,0.0324,2007-12-18
pres_2007,C,external_shock,2.0,0.0013,0.0462,2007-12-18
pres_2007,C,family_legal_risk,5.25,0.0033,0.1213,2007-12-18
pres_2007,C,inflation_livelihood,0.35,0.0002,0.0081,2007-12-18
pres_2007,C,jobs_labor,3.7,0.0023,0.0855,2007-12-18
