election_id,slot,candidate_name,candidate_bloc,same_party_positive_tone,same_party_negative_tone,same_party_net_tone,same_party_supportive_tone,cross_party_positive_tone,cross_party_negative_tone,cross_party_net_tone,cross_party_adverse_tone,party_tone_contrast,same_party_endorsement_proxy,same_party_defense_proxy,cross_party_attack_proxy,cross_party_rebuttal_proxy,party_stance_signal,manual_valence_coverage,available_date,confidence,notes,same_party_positive_tone_raw,same_party_negative_tone_raw,same_party_supportive_tone_raw,cross_party_positive_tone_raw,cross_party_negative_tone_raw,cross_party_adverse_tone_raw,same_party_endorsement_proxy_raw,same_party_defense_proxy_raw,cross_party_attack_proxy_raw,cross_party_rebuttal_proxy_raw,same_party_net_tone_raw,cross_party_net_tone_raw,party_tone_contrast_raw,party_stance_signal_raw,same_party_positive_tone_centered,same_party_negative_tone_centered,same_party_net_tone_centered,same_party_supportive_tone_centered,cross_party_positive_tone_centered,cross_party_negative_tone_centered,cross_party_net_tone_centered,cross_party_adverse_tone_centered,party_tone_contrast_centered,party_stance_signal_centered
pres_2002,A,노무현,더불어민주당,1.0,0.14554416039264892,1.0,1.0,1.0,0.15533402109838496,1.0,0.0,-1.0,1.0,0.14554416039264892,0.15533402109838496,1.0,1.0,0.20983269985668893,2002-12-18,0.7629498099570067,"15th-22nd Assembly speaker/member-history issue posture proxy; no raw transcript reprocessing, news, or polling",0.0333844101437444,0.004602888782786687,0.028781521360957713,0.04510234111939039,0.003821337267912756,0.0,0.0333844101437444,0.004602888782786687,0.003821337267912756,0.04510234111939039,0.028781521360957713,0.041281003851477635,-0.012499482490519923,0.033775185901181365,0.46761623383812034,-0.23630389307156743,0.8020525147492361,0.6666666666666667,0.5434136110835917,-0.22977731926774336,0.7306490473003895,-0.3333333333333333,-0.5662342065112531,0.43525570815222736
pres_2002,B,이회창,국민의힘,0.5971512984856392,1.0,-0.4061575442477083,0.0,0.36975916674922515,1.0,-0.1919471419011683,1.0,-0.3012973804662404,0.5971512984856392,1.0,1.0,0.36975916674922515,0.6942328755433178,0.11310137742879958,2002-12-18,0.7339304132286398,"15th-22nd Assembly speaker/member-history issue posture proxy; no raw transcript reprocessing, news, or polling",0.019935543866514114,0.03162537590219366,0.0,0.016677004070745106,0.02460077477484736,0.007923770704102252,0.019935543866514114,0.03162537590219366,0.02460077477484736,0.016677004070745106,-0.011689832035679543,-0.007923770704102252,-0.003766061331577291,0.023447844430187263,0.06476753232375954,0.6181519465357836,-0.6041050294984722,-0.3333333333333333,-0.08682722216718325,0.6148886596338716,-0.46129809460077886,0.6666666666666667,0.13246841302250645,0.12948858369554517
pres_2002,C,권영길,진보정당계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002-12-18,0.0,No candidate issue rows available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5323837661618797,-0.38184805346421635,-0.1979474852507639,-0.3333333333333333,-0.4565863889164084,-0.3851113403661283,-0.26935095269961057,-0.3333333333333333,0.43376579348874683,-0.5647442918477726
pres_2007,A,이명박,국민의힘,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.4757001251564456,2007-12-18,0.8427100375469336,"15th-22nd Assembly speaker/member-history issue posture proxy; no raw transcript reprocessing, news, or polling",0.028368168209438847,0.0643207022519945,0.0,0.04447697030919469,0.04869197351734755,0.004215003208152865,0.028368168209438847,0.0643207022519945,0.04869197351734755,0.04447697030919469,-0.035952534042555655,-0.004215003208152865,-0.03173753083440279,0.03618253257676232,0.49069737426154336,0.47023506446394336,-0.4540893806686128,0.0,0.49229993357066737,0.493202124238567,-0.502722095058943,0.4027214578521473,-0.4476305591476196,0.47082436851799403
pres_2007,B,정동영,더불어민주당,0.5279078772153701,0.5892948066081698,-0.6377318579941615,0.0,0.38104121100795285,0.4166014821137332,-0.7918356264435583,0.7918356264435583,-0.6172656194013799,0.5279078772153701,0.5892948066081698,0.4166014821137332,0.38104121100795285,0.6573650735899458,0.11396565143824028,2007-12-18,0.7341896954314721,"15th-22nd Assembly speaker/member-history issue posture proxy; no raw transcript reprocessing, news, or polling",0.014975779459933409,0.03790385579449077,0.0,0.016947558628580307,0.02028514833436964,0.0033375897057893317,0.014975779459933409,0.03790385579449077,0.02028514833436964,0.016947558628580307,-0.022928076334557363,-0.0033375897057893317,-0.01959048662876803,0.023785133189993975,0.018605251476913498,0.05952987107211316,-0.09182123866277436,0.0,-0.12665885542137978,-0.09019639364769977,-0.29455772150250137,0.19455708429570562,-0.06489617854899954,0.1281894421079398
pres_2007,C,이회창,무소속,0.0,0.0,0.0,0.0,0.142058988280045,0.10379214517056559,0.3000019116203875,0.0,-0.039842703155761106,0.0,0.0,0.10379214517056559,0.142058988280045,-0.06983817914392795,0.0,2007-12-18,0.7,"15th-22nd Assembly speaker/member-history issue posture proxy; no raw transcript reprocessing, news, or polling",0.0,0.0,0.0,0.006318353403885798,0.005053844383953872,0.0,0.0,0.0,0.005053844383953872,0.006318353403885798,0.0,0.0012645090199319255,-0.0012645090199319255,-0.002526922191976936,-0.5093026257384566,-0.5297649355360566,0.5459106193313872,0.0,-0.3656410781492876,-0.4030057305908674,0.7972798165614444,-0.5972785421478527,0.5125267376966193,-0.599013810625934
pres_2012,A,박근혜,국민의힘,0.9202821484787574,0.6207735993556487,1.0,1.0,1.0,0.7480965585767473,1.0,0.0,-1.0,0.9202821484787574,0.6207735993556487,0.7480965585767473,1.0,0.8970622587353455,0.2654801861946469,2012-12-18,0.779644055858394,"15th-22nd Assembly speaker/member-history issue posture proxy; no raw transcript reprocessing, news, or polling",0.02029376154932204,0.0034753730774057623,0.016818388471916277,0.03468634688558961,0.002625041360629855,0.0,0.02029376154932204,0.0034753730774057623,0.002625041360629855,0.03468634688558961,0.016818388471916277,0.032061305524959754,-0.015242917053043478,0.020718927407709992,-0.03985892576062133,-0.18961320032217566,0.010856269263457063,0.010856269263457063,0.28225758080470864,-0.1259517207116264,0.3191524430701633,0.0,-0.6593133714176238,-0.0514688706323273
pres_2012,B,문재인,더불어민주당,1.0,1.0,0.9782874614730859,0.9782874614730859,0.4354848383905827,1.0,0.36169511385967335,0.0,0.31862674283524756,1.0,1.0,1.0,0.4354848383905827,1.0,0.3010697674418605,2012-12-18,0.7903209302325581,"15th-22nd Assembly speaker/member-history issue posture proxy; no raw transcript reprocessing, news, or polling",0.022051673590396146,0.005598455026136959,0.016453218564259187,0.015105378167830683,0.0035089606154905893,0.0,0.022051673590396146,0.005598455026136959,0.0035089606154905893,0.015105378167830683,0.016453218564259187,0.011596417552340093,0.004856801011919093,0.023096420795719334,0.03985892576062122,0.18961320032217566,-0.010856269263457063,-0.010856269263457063,-0.28225758080470864,0.1259517207116263,-0.3191524430701633,0.0,0.6593133714176238,0.05146887063232719
pres_2017,A,문재인,더불어민주당,1.0,0.0015350752147491647,1.0,1.0,1.0,0.0019655566961222326,1.0,0.0,1.0,1.0,0.0015350752147491647,0.0019655566961222326,1.0,1.0,0.47226482709191897,2017-05-08,0.8416794481275757,"15th-22nd Assembly speaker/member-history issue posture proxy; no raw transcript reprocessing, news, or polling",0.1153158241375832,0.00013679284467281753,0.11517903129291039,0.08406287092711079,0.00015831613162059618,0.0,0.1153158241375832,0.00013679284467281753,0.00015831613162059618,0.08406287092711079,0.11517903129291039,0.0839045547954902,0.0312744764974202,0.11530506249410932,0.6341742141119178,-0.35667960790912073,0.9108825925194433,0.6599391415004083,0.6299524585439717,-0.35682529971279464,0.9736798305956067,-0.3333333333333333,0.7424073726831804,0.621034971068104
pres_2017,B,홍준표,국민의힘,0.020823009314096193,1.0,-0.7528303530571048,0.0,0.027254732574100757,1.0,-0.9326558744055035,1.0,-0.2703864563271651,0.020823009314096193,1.0,1.0,0.027254732574100757,0.05797122415165769,0.5770232558139534,2017-05-08,0.85,"15th-22nd Assembly speaker/member-history issue posture proxy; no raw transcript reprocessing, news, or polling",0.002401222480079574,0.08911149327309661,0.0,0.0022911110665295538,0.08054518698592195,0.07825407591939239,0.002401222480079574,0.08911149327309661,0.08054518698592195,0.0022911110665295538,-0.08671027079301705,-0.07825407591939239,-0.008456194873624659,0.006684375623666909,-0.34500277657398604,0.64178531687613,-0.8419477605376615,-0.34006085849959167,-0.3427928088819274,0.6412091435910832,-0.9589760438098968,0.6666666666666667,-0.5279790836439847,-0.32099380478023826
